_id,ltable_id,rtable_movieId,ltable_movie_title,ltable_title_year,ltable_genres,rtable_title,rtable_year,rtable_genres,label
625,1334,103816,frankenweenie,2012,animation|comedy|family|horror|sci-fi,"Battery, The",2012,Drama|Horror,0
629,1462,103816,alex cross,2012,action|crime|mystery|thriller,"Battery, The",2012,Drama|Horror,0
634,1616,103816,looper,2012,action|crime|drama|sci-fi|thriller,"Battery, The",2012,Drama|Horror,0
641,2018,103816,on the road,2012,adventure|drama,"Battery, The",2012,Drama|Horror,0
644,2138,103816,silver linings playbook,2012,comedy|drama|romance,"Battery, The",2012,Drama|Horror,0
654,2683,103816,killing them softly,2012,crime|thriller,"Battery, The",2012,Drama|Horror,0
664,2947,103816,katy perry: part of me,2012,documentary|music,"Battery, The",2012,Drama|Horror,0
669,3177,103816,the collection,2012,action|horror|thriller,"Battery, The",2012,Drama|Horror,0
671,3265,103816,amour,2012,drama|romance,"Battery, The",2012,Drama|Horror,0
673,3471,103816,magic mike,2012,comedy|drama,"Battery, The",2012,Drama|Horror,0
695,4218,103816,alien uprising,2012,comedy|sci-fi,"Battery, The",2012,Drama|Horror,0
696,4322,103816,stitches,2012,comedy|horror,"Battery, The",2012,Drama|Horror,0
700,4362,103816,beasts of the southern wild,2012,drama|fantasy,"Battery, The",2012,Drama|Horror,0
702,4438,103816,the lords of salem,2012,drama|fantasy|horror|thriller,"Battery, The",2012,Drama|Horror,0
708,4593,103816,hardflip,2012,action|drama,"Battery, The",2012,Drama|Horror,0
709,4620,103816,snow white: a deadly summer,2012,horror,"Battery, The",2012,Drama|Horror,0
712,4647,103816,the brass teapot,2012,comedy|fantasy|thriller,"Battery, The",2012,Drama|Horror,0
717,4747,103816,deceptive practice: the mysteries and mentors of ricky jay,2012,documentary,"Battery, The",2012,Drama|Horror,0
720,4766,103816,now is good,2012,drama|romance,"Battery, The",2012,Drama|Horror,0
726,4902,103816,middle of nowhere,2012,drama,"Battery, The",2012,Drama|Horror,0
728,4921,103816,archaeology of a woman,2012,drama,"Battery, The",2012,Drama|Horror,0
746,499,31856,timeline,2003,action|adventure|sci-fi,Surplus: Terrorized Into Being Consumers,2003,Documentary,0
750,603,31856,big fish,2003,adventure|drama|fantasy,Surplus: Terrorized Into Being Consumers,2003,Documentary,0
758,1004,31856,basic,2003,action|crime|drama|mystery|thriller,Surplus: Terrorized Into Being Consumers,2003,Documentary,0
771,1834,31856,freaky friday,2003,comedy|family|fantasy|music|romance,Surplus: Terrorized Into Being Consumers,2003,Documentary,0
788,2495,31856,good boy!,2003,comedy|drama|family|fantasy|sci-fi,Surplus: Terrorized Into Being Consumers,2003,Documentary,0
790,2539,31856,house of sand and fog,2003,drama,Surplus: Terrorized Into Being Consumers,2003,Documentary,0
791,2571,31856,how to deal,2003,comedy|drama|romance,Surplus: Terrorized Into Being Consumers,2003,Documentary,0
799,3148,31856,wrong turn,2003,horror|thriller,Surplus: Terrorized Into Being Consumers,2003,Documentary,0
801,3220,31856,the brown bunny,2003,drama,Surplus: Terrorized Into Being Consumers,2003,Documentary,0
810,3577,31856,good bye lenin!,2003,drama|romance,Surplus: Terrorized Into Being Consumers,2003,Documentary,0
813,3645,31856,11:14,2003,comedy|crime|drama,Surplus: Terrorized Into Being Consumers,2003,Documentary,0
831,4507,31856,grand theft parsons,2003,adventure|comedy|drama,Surplus: Terrorized Into Being Consumers,2003,Documentary,0
833,4584,31856,the battle of shaker heights,2003,comedy|drama|romance,Surplus: Terrorized Into Being Consumers,2003,Documentary,0
834,4651,31856,latter days,2003,comedy|drama|romance,Surplus: Terrorized Into Being Consumers,2003,Documentary,0
846,8,115963,tangled,2010,adventure|animation|comedy|family|fantasy|musical|romance,The Stoker,2010,Crime|Drama,0
857,294,115963,little fockers,2010,comedy|romance,The Stoker,2010,Crime|Drama,0
859,323,115963,green zone,2010,action|drama|thriller|war,The Stoker,2010,Crime|Drama,0
862,453,115963,shutter island,2010,mystery|thriller,The Stoker,2010,Crime|Drama,0
876,1227,115963,get him to the greek,2010,comedy|music,The Stoker,2010,Crime|Drama,0
878,1370,115963,the town,2010,crime|drama|thriller,The Stoker,2010,Crime|Drama,0
880,1408,115963,true grit,2010,adventure|drama|western,The Stoker,2010,Crime|Drama,0
884,1573,115963,going the distance,2010,comedy|romance,The Stoker,2010,Crime|Drama,0
892,1951,115963,don't be afraid of the dark,2010,fantasy|horror|thriller,The Stoker,2010,Crime|Drama,0
899,2219,115963,the debt,2010,drama|thriller,The Stoker,2010,Crime|Drama,0
910,2666,115963,ramona and beezus,2010,adventure|comedy|family|fantasy,The Stoker,2010,Crime|Drama,0
919,2902,115963,the killer inside me,2010,crime|drama|thriller,The Stoker,2010,Crime|Drama,0
929,3232,115963,blood done sign my name,2010,drama,The Stoker,2010,Crime|Drama,0
935,3345,115963,my name is khan,2010,adventure|drama|thriller,The Stoker,2010,Crime|Drama,0
936,3390,115963,easy a,2010,comedy|romance,The Stoker,2010,Crime|Drama,0
944,3534,115963,ca$h,2010,comedy|crime|thriller,The Stoker,2010,Crime|Drama,0
950,3838,115963,the names of love,2010,comedy|drama|romance,The Stoker,2010,Crime|Drama,0
957,4093,115963,please give,2010,comedy|drama,The Stoker,2010,Crime|Drama,0
976,4434,115963,amigo,2010,drama|war,The Stoker,2010,Crime|Drama,0
980,4544,115963,blue valentine,2010,drama|romance,The Stoker,2010,Crime|Drama,0
991,4988,115963,tiny furniture,2010,comedy|drama|romance,The Stoker,2010,Crime|Drama,0
1009,859,7454,kill bill: vol. 2,2004,action|crime|drama|thriller,Van Helsing,2004,Action|Adventure|Fantasy|Horror,0
1023,1301,7454,alfie,2004,comedy|drama|romance,Van Helsing,2004,Action|Adventure|Fantasy|Horror,0
1025,1336,7454,against the ropes,2004,biography|drama|romance|sport,Van Helsing,2004,Action|Adventure|Fantasy|Horror,0
1063,2434,7454,catch that kid,2004,comedy|crime,Van Helsing,2004,Action|Adventure|Fantasy|Horror,0
1067,2736,7454,district b13,2004,action|crime|thriller,Van Helsing,2004,Action|Adventure|Fantasy|Horror,0
1075,3083,7454,the blue butterfly,2004,adventure|drama,Van Helsing,2004,Action|Adventure|Fantasy|Horror,0
1083,3504,7454,bride & prejudice,2004,comedy|drama|musical|romance,Van Helsing,2004,Action|Adventure|Fantasy|Horror,0
1086,3571,7454,a home at the end of the world,2004,drama|romance,Van Helsing,2004,Action|Adventure|Fantasy|Horror,0
1101,4297,7454,house of d,2004,comedy|drama,Van Helsing,2004,Action|Adventure|Fantasy|Horror,0
1103,4320,7454,freeze frame,2004,crime|drama|thriller,Van Helsing,2004,Action|Adventure|Fantasy|Horror,0
1109,4486,7454,saw,2004,horror|mystery|thriller,Van Helsing,2004,Action|Adventure|Fantasy|Horror,0
1114,4790,7454,as it is in heaven,2004,comedy|drama|music|romance,Van Helsing,2004,Action|Adventure|Fantasy|Horror,0
1117,4841,7454,fighting tommy riley,2004,drama|sport,Van Helsing,2004,Action|Adventure|Fantasy|Horror,0
1123,4973,7454,"peace, propaganda & the promised land",2004,documentary,Van Helsing,2004,Action|Adventure|Fantasy|Horror,0
1125,5027,7454,clean,2004,drama|music|romance,Van Helsing,2004,Action|Adventure|Fantasy|Horror,0
1133,282,68265,town & country,2001,comedy|romance,"Days Between, The (In den Tag hinein)",2001,Drama,0
1139,509,68265,a beautiful mind,2001,biography|drama,"Days Between, The (In den Tag hinein)",2001,Drama,0
1148,928,68265,shrek,2001,adventure|animation|comedy|family|fantasy,"Days Between, The (In den Tag hinein)",2001,Drama,0
1162,1354,68265,joe somebody,2001,comedy|drama,"Days Between, The (In den Tag hinein)",2001,Drama,0
1165,1450,68265,from hell,2001,horror|mystery|thriller,"Days Between, The (In den Tag hinein)",2001,Drama,0
1168,1526,68265,exit wounds,2001,action|comedy|crime|drama|thriller,"Days Between, The (In den Tag hinein)",2001,Drama,0
1175,1783,68265,winged migration,2001,documentary,"Days Between, The (In den Tag hinein)",2001,Drama,0
1182,1917,68265,kiss of the dragon,2001,action|crime|drama|thriller,"Days Between, The (In den Tag hinein)",2001,Drama,0
1184,1993,68265,say it isn't so,2001,comedy|romance,"Days Between, The (In den Tag hinein)",2001,Drama,0
1185,2061,68265,joy ride,2001,mystery|thriller,"Days Between, The (In den Tag hinein)",2001,Drama,0
1201,2724,68265,mulholland drive,2001,drama|mystery|thriller,"Days Between, The (In den Tag hinein)",2001,Drama,0
1208,2875,68265,birthday girl,2001,comedy|crime|thriller,"Days Between, The (In den Tag hinein)",2001,Drama,0
1214,3054,68265,frailty,2001,crime|drama|thriller,"Days Between, The (In den Tag hinein)",2001,Drama,0
1217,3219,68265,shaolin soccer,2001,action|comedy|sport,"Days Between, The (In den Tag hinein)",2001,Drama,0
1220,3341,68265,glitter,2001,drama|music|romance,"Days Between, The (In den Tag hinein)",2001,Drama,0
1228,3762,68265,the forsaken,2001,horror|thriller,"Days Between, The (In den Tag hinein)",2001,Drama,0
1242,4795,68265,dogtown and z-boys,2001,documentary|sport,"Days Between, The (In den Tag hinein)",2001,Drama,0
1247,19,90430,pirates of the caribbean: on stranger tides,2011,action|adventure|fantasy,Carnage,2011,Comedy|Drama,0
1265,515,90430,jack and jill,2011,comedy,Carnage,2011,Comedy|Drama,0
1268,613,90430,the dilemma,2011,comedy|drama,Carnage,2011,Comedy|Drama,0
1279,1232,90430,the lincoln lawyer,2011,crime|drama|thriller,Carnage,2011,Comedy|Drama,0
1289,1444,90430,something borrowed,2011,comedy|drama|romance,Carnage,2011,Comedy|Drama,0
1295,1671,90430,winnie the pooh,2011,adventure|animation|comedy|family|musical,Carnage,2011,Comedy|Drama,0
1302,1876,90430,the help,2011,drama,Carnage,2011,Comedy|Drama,0
1304,1901,90430,the grey,2011,action|adventure|drama|thriller,Carnage,2011,Comedy|Drama,0
1327,2890,90430,attack the block,2011,action|comedy|sci-fi|thriller,Carnage,2011,Comedy|Drama,0
1334,3203,90430,a better life,2011,drama|romance,Carnage,2011,Comedy|Drama,0
1338,3276,90430,red dog,2011,biography|comedy|drama|family|romance,Carnage,2011,Comedy|Drama,0
1341,3393,90430,prom,2011,comedy|drama,Carnage,2011,Comedy|Drama,0
1343,3476,90430,jumping the broom,2011,comedy|drama,Carnage,2011,Comedy|Drama,0
1354,3823,90430,the awakening,2011,horror|thriller,Carnage,2011,Comedy|Drama,0
1356,3834,90430,without men,2011,comedy,Carnage,2011,Comedy|Drama,0
1366,4259,90430,silent house,2011,drama|horror|mystery|thriller,Carnage,2011,Comedy|Drama,0
1372,4505,90430,q,2011,drama,Carnage,2011,Comedy|Drama,0
1382,4680,90430,kill list,2011,crime|horror|thriller,Carnage,2011,Comedy|Drama,0
1385,4728,90430,high road,2011,comedy,Carnage,2011,Comedy|Drama,0
1389,4923,90430,weekend,2011,drama|romance,Carnage,2011,Comedy|Drama,0
1398,5038,90430,newlyweds,2011,comedy|drama,Carnage,2011,Comedy|Drama,0
1405,182,93492,rango,2011,adventure|animation|comedy|family|western,Like Water,2011,Documentary,0
1411,365,93492,the girl with the dragon tattoo,2011,crime|drama|mystery|thriller,Like Water,2011,Documentary,0
1419,602,93492,battle los angeles,2011,action|sci-fi,Like Water,2011,Documentary,0
1421,709,93492,hop,2011,adventure|animation|comedy|family|fantasy,Like Water,2011,Documentary,0
1426,1018,93492,your highness,2011,adventure|comedy|fantasy,Like Water,2011,Documentary,0
1427,1019,93492,dream house,2011,drama|mystery|thriller,Like Water,2011,Documentary,0
1432,1257,93492,scream 4,2011,horror|mystery,Like Water,2011,Documentary,0
1435,1346,93492,water for elephants,2011,drama|romance,Like Water,2011,Documentary,0
1437,1402,93492,there be dragons,2011,biography|drama|war,Like Water,2011,Documentary,0
1442,1454,93492,j. edgar,2011,biography|crime|drama,Like Water,2011,Documentary,0
1444,1529,93492,the darkest hour,2011,action|adventure|horror|sci-fi|thriller,Like Water,2011,Documentary,0
1458,1969,93492,shark night 3d,2011,horror|thriller,Like Water,2011,Documentary,0
1460,2000,93492,carnage,2011,comedy|drama,Like Water,2011,Documentary,0
1462,2041,93492,i don't know how she does it,2011,comedy|romance,Like Water,2011,Documentary,0
1464,2148,93492,tinker tailor soldier spy,2011,drama|mystery|thriller,Like Water,2011,Documentary,0
1475,2654,93492,drive,2011,crime|drama,Like Water,2011,Documentary,0
1476,2690,93492,one day,2011,drama|romance,Like Water,2011,Documentary,0
1480,2891,93492,in the land of blood and honey,2011,drama|romance|war,Like Water,2011,Documentary,0
1490,3276,93492,red dog,2011,biography|comedy|drama|family|romance,Like Water,2011,Documentary,0
1499,3639,93492,snow flower and the secret fan,2011,drama|history,Like Water,2011,Documentary,0
1514,4122,93492,fort mccoy,2011,drama|history|war,Like Water,2011,Documentary,0
1515,4125,93492,the divide,2011,drama|sci-fi|thriller,Like Water,2011,Documentary,0
1518,4259,93492,silent house,2011,drama|horror|mystery|thriller,Like Water,2011,Documentary,0
1522,4480,93492,the lion of judah,2011,animation,Like Water,2011,Documentary,0
1536,4721,93492,the harvest/la cosecha,2011,documentary,Like Water,2011,Documentary,0
1537,4728,93492,high road,2011,comedy,Like Water,2011,Documentary,0
1538,4737,93492,sholem aleichem: laughing in the darkness,2011,documentary,Like Water,2011,Documentary,0
1539,4851,93492,some guy who kills people,2011,comedy|crime|drama|horror|mystery|thriller,Like Water,2011,Documentary,0
1540,4865,93492,like crazy,2011,drama|romance,Like Water,2011,Documentary,0
1546,4984,93492,absentia,2011,drama|horror|mystery,Like Water,2011,Documentary,0
1562,293,106450,the taking of pelham 1 2 3,2009,action|crime|thriller,Chicago Overcoat,2009,Action|Drama,0
1574,589,106450,inglourious basterds,2009,adventure|drama|war,Chicago Overcoat,2009,Action|Drama,0
1585,960,106450,race to witch mountain,2009,action|adventure|family|fantasy|sci-fi|thriller,Chicago Overcoat,2009,Action|Drama,0
1607,2006,106450,bad lieutenant: port of call new orleans,2009,crime|drama,Chicago Overcoat,2009,Action|Drama,0
1616,2275,106450,crank: high voltage,2009,action|crime|sci-fi|thriller,Chicago Overcoat,2009,Action|Drama,0
1625,2514,106450,brooklyn's finest,2009,crime|drama|thriller,Chicago Overcoat,2009,Action|Drama,0
1628,2591,106450,hachi: a dog's tale,2009,drama|family,Chicago Overcoat,2009,Action|Drama,0
1640,3022,106450,the cry of the owl,2009,drama|thriller,Chicago Overcoat,2009,Action|Drama,0
1641,3154,106450,"the goods: live hard, sell hard",2009,comedy,Chicago Overcoat,2009,Action|Drama,0
1644,3227,106450,world's greatest dad,2009,comedy|drama,Chicago Overcoat,2009,Action|Drama,0
1646,3237,106450,the good guy,2009,comedy|romance,Chicago Overcoat,2009,Action|Drama,0
1658,3441,106450,an education,2009,drama,Chicago Overcoat,2009,Action|Drama,0
1664,3525,106450,i hope they serve beer in hell,2009,comedy,Chicago Overcoat,2009,Action|Drama,0
1682,4001,106450,the secret in their eyes,2009,drama|mystery|thriller,Chicago Overcoat,2009,Action|Drama,0
1704,4619,106450,zmd: zombies of mass destruction,2009,comedy|horror|sci-fi,Chicago Overcoat,2009,Action|Drama,0
1725,2155,109450,close encounters of the third kind,1977,drama|sci-fi,News from Home,1977,Drama,0
1730,3025,109450,star wars: episode iv - a new hope,1977,action|adventure|fantasy|sci-fi,News from Home,1977,Drama,0
1742,2609,3613,twins,1988,comedy|crime,Things Change,1988,Comedy,0
1747,2914,3613,the land before time,1988,adventure|animation|family,Things Change,1988,Comedy,0
1753,3745,3613,halloween 4: the return of michael myers,1988,horror|thriller,Things Change,1988,Comedy,0
1763,3366,110223,escape from alcatraz,1979,biography|crime|drama,"Prisoner of Zenda, The",1979,Adventure|Comedy,0
1781,474,5480,spirit: stallion of the cimarron,2002,adventure|animation|family|western,Stuart Little 2,2002,Children|Comedy,0
1786,616,5480,i spy,2002,action|adventure|comedy|thriller,Stuart Little 2,2002,Children|Comedy,0
1818,1449,5480,the pianist,2002,biography|drama|war,Stuart Little 2,2002,Children|Comedy,0
1830,1805,5480,divine secrets of the ya-ya sisterhood,2002,drama,Stuart Little 2,2002,Children|Comedy,0
1833,1953,5480,punch-drunk love,2002,comedy|drama|romance|thriller,Stuart Little 2,2002,Children|Comedy,0
1841,2464,5480,the salton sea,2002,crime|drama|mystery|thriller,Stuart Little 2,2002,Children|Comedy,0
1849,2596,5480,ararat,2002,drama|war,Stuart Little 2,2002,Children|Comedy,0
1858,2939,5480,one hour photo,2002,drama|thriller,Stuart Little 2,2002,Children|Comedy,0
1874,3315,5480,all or nothing,2002,drama,Stuart Little 2,2002,Children|Comedy,0
1875,3385,5480,the good girl,2002,drama|romance,Stuart Little 2,2002,Children|Comedy,0
1878,3529,5480,gerry,2002,adventure|drama|mystery,Stuart Little 2,2002,Children|Comedy,0
1887,3858,5480,spun,2002,comedy|crime|drama,Stuart Little 2,2002,Children|Comedy,0
1895,4061,5480,martin lawrence live: runteldat,2002,biography|comedy|documentary,Stuart Little 2,2002,Children|Comedy,0
1897,4280,5480,full frontal,2002,comedy|romance,Stuart Little 2,2002,Children|Comedy,0
1906,4656,5480,time changer,2002,drama|fantasy|sci-fi,Stuart Little 2,2002,Children|Comedy,0
1909,4716,5480,crop circles: quest for truth,2002,documentary,Stuart Little 2,2002,Children|Comedy,0
1929,2896,5734,quest for fire,1981,adventure|drama|history,Faces of Death 2,1981,Documentary|Horror,0
1935,3726,5734,mommie dearest,1981,biography|drama,Faces of Death 2,1981,Documentary|Horror,0
1937,4255,5734,mad max 2: the road warrior,1981,action|adventure|sci-fi|thriller,Faces of Death 2,1981,Documentary|Horror,0
1945,59,101715,wallí‰Œ‡e,2008,adventure|animation|family|sci-fi,Loaded,2008,Action|Crime|Drama|Thriller,0
1955,371,101715,valkyrie,2008,drama|history|thriller|war,Loaded,2008,Action|Crime|Drama|Thriller,0
1970,1129,101715,miracle at st. anna,2008,action|crime|drama|thriller|war,Loaded,2008,Action|Crime|Drama|Thriller,0
1975,1373,101715,nim's island,2008,adventure|comedy|family|fantasy,Loaded,2008,Action|Crime|Drama|Thriller,0
1979,1538,101715,doomsday,2008,action|sci-fi|thriller,Loaded,2008,Action|Crime|Drama|Thriller,0
1982,1740,101715,frost/nixon,2008,drama,Loaded,2008,Action|Crime|Drama|Thriller,0
2003,2263,101715,twilight,2008,drama|fantasy|romance,Loaded,2008,Action|Crime|Drama|Thriller,0
2013,2378,101715,sex drive,2008,adventure|comedy|romance,Loaded,2008,Action|Crime|Drama|Thriller,0
2025,2713,101715,in bruges,2008,comedy|crime|drama,Loaded,2008,Action|Crime|Drama|Thriller,0
2033,2932,101715,harold & kumar escape from guantanamo bay,2008,adventure|comedy,Loaded,2008,Action|Crime|Drama|Thriller,0
2035,3043,101715,the secret life of bees,2008,drama,Loaded,2008,Action|Crime|Drama|Thriller,0
2047,3446,101715,witless protection,2008,comedy|crime,Loaded,2008,Action|Crime|Drama|Thriller,0
2052,3632,101715,the wackness,2008,comedy|drama|romance,Loaded,2008,Action|Crime|Drama|Thriller,0
2058,3804,101715,the cottage,2008,comedy|crime|horror|thriller,Loaded,2008,Action|Crime|Drama|Thriller,0
2067,4316,101715,eden lake,2008,horror|thriller,Loaded,2008,Action|Crime|Drama|Thriller,0
2068,4319,101715,gangster's paradise: jerusalema,2008,action|crime|drama,Loaded,2008,Action|Crime|Drama|Thriller,0
2073,4490,101715,the day the earth stood still,2008,drama|sci-fi|thriller,Loaded,2008,Action|Crime|Drama|Thriller,0
2084,4834,101715,wendy and lucy,2008,drama,Loaded,2008,Action|Crime|Drama|Thriller,0
2095,2364,106791,back to the future,1985,adventure|comedy|sci-fi,Cut and Run (Inferno in diretta),1985,Adventure|Horror|Thriller,0
2104,3897,106791,the return of the living dead,1985,comedy|horror|sci-fi,Cut and Run (Inferno in diretta),1985,Adventure|Horror|Thriller,0
2110,4807,106791,my beautiful laundrette,1985,comedy|drama|romance,Cut and Run (Inferno in diretta),1985,Adventure|Horror|Thriller,0
2129,616,5957,i spy,2002,action|adventure|comedy|thriller,Two Weeks Notice,2002,Comedy|Romance,0
2168,1633,5957,like mike,2002,comedy|family|fantasy|sport,Two Weeks Notice,2002,Comedy|Romance,0
2169,1651,5957,blue crush,2002,drama|romance|sport,Two Weeks Notice,2002,Comedy|Romance,0
2178,2141,5957,the transporter,2002,action|crime|thriller,Two Weeks Notice,2002,Comedy|Romance,0
2192,2596,5957,ararat,2002,drama|war,Two Weeks Notice,2002,Comedy|Romance,0
2204,3001,5957,welcome to collinwood,2002,comedy|crime,Two Weeks Notice,2002,Comedy|Romance,0
2217,3315,5957,all or nothing,2002,drama,Two Weeks Notice,2002,Comedy|Romance,0
2222,3530,5957,the heart of me,2002,drama|romance,Two Weeks Notice,2002,Comedy|Romance,0
2230,3858,5957,spun,2002,comedy|crime|drama,Two Weeks Notice,2002,Comedy|Romance,0
2233,3923,5957,secretary,2002,comedy|drama|romance,Two Weeks Notice,2002,Comedy|Romance,0
2243,4377,5957,may,2002,drama|horror,Two Weeks Notice,2002,Comedy|Romance,0
2260,4904,5957,the business of fancydancing,2002,drama|music,Two Weeks Notice,2002,Comedy|Romance,0
2295,1370,96817,the town,2010,crime|drama|thriller,Boxing Gym,2010,Documentary,0
2304,1650,96817,step up 3d,2010,drama|music|romance,Boxing Gym,2010,Documentary,0
2305,1689,96817,love & other drugs,2010,comedy|drama|romance,Boxing Gym,2010,Documentary,0
2307,1848,96817,legion,2010,action|fantasy|horror,Boxing Gym,2010,Documentary,0
2308,1949,96817,dear john,2010,drama|romance|war,Boxing Gym,2010,Documentary,0
2317,2230,96817,she's out of my league,2010,comedy|romance,Boxing Gym,2010,Documentary,0
2337,2912,96817,machete,2010,action|crime|thriller,Boxing Gym,2010,Documentary,0
2341,3071,96817,brighton rock,2010,crime|drama|thriller,Boxing Gym,2010,Documentary,0
2346,3232,96817,blood done sign my name,2010,drama,Boxing Gym,2010,Documentary,0
2351,3327,96817,beneath hill 60,2010,drama|history|war,Boxing Gym,2010,Documentary,0
2359,3527,96817,hesher,2010,drama,Boxing Gym,2010,Documentary,0
2363,3771,96817,sea rex 3d: journey to a prehistoric world,2010,documentary,Boxing Gym,2010,Documentary,0
2367,3838,96817,the names of love,2010,comedy|drama|romance,Boxing Gym,2010,Documentary,0
2371,3945,96817,trust,2010,crime|drama|thriller,Boxing Gym,2010,Documentary,0
2377,4150,96817,freakonomics,2010,documentary,Boxing Gym,2010,Documentary,0
2380,4205,96817,8: the mormon proposition,2010,documentary,Boxing Gym,2010,Documentary,0
2393,4434,96817,amigo,2010,drama|war,Boxing Gym,2010,Documentary,0
2394,4473,96817,the 41-year-old virgin who knocked up sarah marshall and felt superbad about it,2010,comedy,Boxing Gym,2010,Documentary,0
2395,4523,96817,beyond the black rainbow,2010,sci-fi|thriller,Boxing Gym,2010,Documentary,0
2398,4596,96817,the perfect host,2010,comedy|crime|thriller,Boxing Gym,2010,Documentary,0
2400,4801,96817,i want your money,2010,documentary,Boxing Gym,2010,Documentary,0
2409,55,64716,indiana jones and the kingdom of the crystal skull,2008,action|adventure|fantasy,Seven Pounds,2008,Drama,0
2413,117,64716,hancock,2008,action|drama,Seven Pounds,2008,Drama,0
2414,177,64716,the incredible hulk,2008,action|adventure|sci-fi,Seven Pounds,2008,Drama,0
2415,185,64716,kung fu panda,2008,action|adventure|animation|comedy|family,Seven Pounds,2008,Drama,0
2426,457,64716,bedtime stories,2008,comedy|family|fantasy|romance,Seven Pounds,2008,Drama,0
2428,642,64716,body of lies,2008,action|drama|thriller,Seven Pounds,2008,Drama,0
2438,1279,64716,the other boleyn girl,2008,biography|drama|history|romance,Seven Pounds,2008,Drama,0
2447,1740,64716,frost/nixon,2008,drama,Seven Pounds,2008,Drama,0
